,state,city,auth_lang,count
1901,,Mont-Saint-Hilaire,,49
1902,NC,Harrisbug,False,49
1903,QC,Saint-Lazare,False,49
1904,QC,Mont-Saint-Hilaire,,49
1905,OH,Bratenahl,,48
1906,,Russellton,,48
1907,,Rosemère,False,48
1908,QC,Rosemère,False,48
1909,,Russellton,False,48
1910,PA,Russellton,,48
1911,PA,Russellton,False,48
1912,OH,Bratenahl,False,48
1913,,Mont-Saint-Hilaire,False,48
1914,,Bratenahl,False,48
1915,QC,Mont-Saint-Hilaire,False,48
1916,,Bratenahl,,48
1917,,Independence,True,47
1918,,Mantua,False,47
1919,,Elizabeth Township,,47
1920,OH,Mantua,,47
1921,,Elizabeth Township,False,47
1922,OH,Mantua,False,47
1923,PA,Elizabeth Township,,47
1924,QC,Sainte-Adèle,,47
1925,PA,Elizabeth Township,False,47
1926,,Mantua,,47
1927,OH,Independence,True,47
1928,,Richmond Heights,True,46
1929,,Warrensville Hts.,,46
1930,AZ,GOODYEAR,False,46
1931,OH,Warrensville Hts.,,46
1932,NV,Las  Vegas,True,46
1933,,GOODYEAR,False,46
1934,,Las  Vegas,True,46
1935,,Cecil,True,46
1936,,GOODYEAR,,46
1937,PA,Cecil,True,46
1938,AZ,GOODYEAR,,46
1939,OH,Richmond Heights,True,46
1940,,St Joseph,False,45
1941,,Sun Prairie,True,45
1942,,St Joseph,,45
1943,IL,St Joseph,False,45
1944,,Sainte-Anne-De-Bellevue,,45
1945,QC,Sainte-Anne-De-Bellevue,False,45
1946,OH,Warrensville Hts.,False,45
1947,QC,Sainte-Anne-De-Bellevue,,45
1948,,El Mirage,True,45
1949,WI,Sun Prairie,True,45
1950,AZ,El Mirage,True,45
1951,,Sainte-Anne-De-Bellevue,False,45
1952,,Warrensville Hts.,False,45
1953,IL,St Joseph,,45
1954,,Venetia,,44
1955,QC,Sainte-Adèle,False,44
1956,PA,Venetia,,44
1957,ON,Milton,False,43
1958,,Venetia,False,43
1959,PA,Venetia,False,43
1960,,Milton,,43
1961,ON,Milton,,43
1962,OH,Bath,,43
1963,,Milton,False,43
1964,,Bath,,43
1965,,Delson,,42
1966,QC,Delson,,42
1967,,Tolleson,True,42
1968,AZ,Tolleson,True,42
1969,OH,Bath,False,42
1970,,Bath,False,42
1971,ON,King,False,41
1972,ON,Schomberg,,41
1973,AZ,Carefree,True,41
1974,QC,Chateauguay,,41
1975,,Tuscola,,41
1976,,Chagrin Falls,True,41
1977,,Schomberg,,41
1978,,Delson,False,41
1979,,King,,41
1980,QC,Delson,False,41
1981,OH,Chagrin Falls,True,41
1982,OH,Sheffield Lake,,41
1983,,Sheffield Lake,,41
1984,,Schomberg,False,41
1985,ON,Waterloo,,41
1986,OH,Sheffield Lake,False,41
1987,ON,Schomberg,False,41
1988,,Sheffield Lake,False,41
1989,ON,Waterloo,False,41
1990,,Carefree,True,41
1991,,Chateauguay,False,41
1992,IL,Tuscola,,41
1993,,Waterloo,,41
1994,,Chateauguay,,41
1995,,King,False,41
1996,,Waterloo,False,41
1997,QC,Chateauguay,False,41
1998,ON,King,,41
1999,PA,Harmarville,,40
2000,PA,Swissvale,,40
2001,,Broadview Heights,True,40
2002,OH,Broadview Heights,True,40
2003,PA,Swissvale,False,40
2004,,Swissvale,,40
2005,,Swissvale,False,40
2006,,Harmarville,,40
2007,PA,Export,,39
2008,QC,Rigaud,,39
2009,,Rigaud,,39
2010,QC,Saint-Hyacinthe,,39
2011,PA,Brookline,,39
2012,PA,Export,False,39
2013,,Medina,True,39
2014,,Brookline,,39
2015,,Saint-Hyacinthe,False,39
2016,,Dravosburg,,39
2017,,Dravosburg,False,39
2018,,Dollard-Des Ormeaux,False,39
2019,,Saint-Hyacinthe,,39
2020,,Export,,39
2021,PA,Dravosburg,False,39
2022,PA,Dravosburg,,39
2023,QC,Dollard-Des Ormeaux,False,39
2024,QC,Dollard-Des Ormeaux,,39
2025,,Rosemere,,39
2026,,Dollard-Des Ormeaux,,39
2027,,Export,False,39
2028,QC,Saint-Hyacinthe,False,39
2029,QC,Rosemere,,39
2030,OH,Medina,True,39
2031,,Brookline,False,38
2032,NC,Ranlo,,38
2033,,Brooklyn,True,38
2034,NC,Lowesville,,38
2035,NC,Lowesville,False,38
2036,,Harmarville,False,38
2037,,Lowesville,,38
2038,,Indian land,False,38
2039,,Indian land,,38
2040,PA,Brookline,False,38
2041,,Lowesville,False,38
2042,PA,Harmarville,False,38
2043,,Ranlo,,38
2044,ON,Uxbridge,,37
2045,QC,LaSalle,,37
2046,,Blawnox,,37
2047,,Rigaud,False,37
2048,QC,Rigaud,False,37
2049,,LaSalle,,37
2050,,Anthem,True,37
2051,,Uxbridge,,37
2052,OH,Brooklyn,True,37
2053,AZ,Anthem,True,37
2054,PA,Blawnox,,37
2055,AB,Midnapore,,37
2056,,Midnapore,,37
2057,,Uxbridge,False,36
2058,OH,Willoughby,True,36
2059,,Ranlo,False,36
2060,PA,Homestead,True,36
2061,,East Ajax,False,36
2062,,East Ajax,,36
2063,,Waxhaw,True,36
2064,,Willoughby,True,36
2065,NC,Ranlo,False,36
2066,OH,Aurora,True,36
2067,,Rosemere,False,36
2068,,Homestead,True,36
2069,NC,Waxhaw,True,36
2070,ON,East Ajax,,36
2071,QC,Rosemere,False,36
2072,ON,East Ajax,False,36
2073,,Verona,True,36
2074,,Midnapore,False,36
2075,,Tuscola,False,36
2076,ON,Uxbridge,False,36
2077,OH,Macedonia,True,36
2078,AB,Midnapore,False,36
2079,IL,Tuscola,False,36
2080,,Macedonia,True,36
2081,PA,Blawnox,False,35
2082,OH,Ravenna,,35
2083,,NELLIS AFB,False,35
2084,NV,NELLIS AFB,,35
2085,NV,NELLIS AFB,False,35
2086,QC,La Salle,,35
2087,,Blawnox,False,35
2088,,Ravenna,,35
2089,,NELLIS AFB,,35
2090,,La Salle,,35
2091,,Glassport,,34
2092,QC,St-Jerome,,34
2093,,Lagrange,False,34
2094,QC,La Salle,False,34
2095,,LaSalle,False,34
2096,OH,Lagrange,,34
2097,AB,Airdrie,True,34
2098,,La Salle,False,34
2099,,Airdrie,True,34
2100,,Lagrange,,34
2101,QC,LaSalle,False,34
2102,PA,Glassport,,34
2103,,Sagamore Hills,,34
2104,OH,Sagamore Hills,,34
2105,,St-Jerome,,34
2106,,East Cleveland,,34
2107,OH,Lagrange,False,34
2108,OH,East Cleveland,,34
2109,,Shorewood Hills,,33
2110,,East Cleveland,False,33
2111,QC,Saint-Henri,,33
2112,,Ravenna,False,33
2113,,Mount Albert,,33
2114,,Shorewood Hills,False,33
2115,QC,St-Jerome,False,33
2116,ON,Mount Albert,False,33
2117,,St-Jerome,False,33
2118,WI,Shorewood Hills,,33
2119,PA,Glassport,False,33
2120,,Glassport,False,33
2121,,Saint-Henri,,33
2122,PA,Bethel Park,True,33
2123,,Mount Albert,False,33
2124,OH,Ravenna,False,33
2125,,Sagamore Hills,False,33
2126,WI,Shorewood Hills,False,33
2127,OH,East Cleveland,False,33
2128,OH,Sagamore Hills,False,33
2129,ON,Mount Albert,,33
2130,,Bethel Park,True,33
2131,OH,Twinsburg,True,32
2132,,Twinsburg,True,32
2133,PA,Herminie,False,32
2134,,Brunswick,True,32
2135,,Herminie,,32
2136,,Saint-Henri,False,32
2137,QC,Lachute,False,32
2138,PA,Herminie,,32
2139,QC,Saint-Henri,False,32
2140,QC,Lachute,,32
2141,,North Toronto,,32
2142,,Montréal-Nord,,32
2143,ON,North Toronto,False,32
2144,QC,Dollard-des-Ormeaux,True,32
2145,ON,North Toronto,,32
2146,,Herminie,False,32
2147,PA,New Eagle,,32
2148,,New Eagle,,32
2149,,Lachute,False,32
2150,,Lachute,,32
2151,,Sainte-Adele,,32
2152,QC,Montréal-Nord,,32
2153,PA,New Eagle,False,32
2154,OH,Brunswick,True,32
2155,,New Eagle,False,32
2156,,North Toronto,False,32
2157,,Dollard-des-Ormeaux,True,32
2158,QC,Sainte-Adele,,32
2159,QC,Montréal-Nord,False,31
2160,,Mayfield Heights,True,31
2161,,Ogden,,31
2162,,Waddell,False,31
2163,OH,Highland Heights,True,31
2164,,Waddell,,31
2165,,Beeton,,31
2166,OH,Mayfield Heights,True,31
2167,AZ,Waddell,,31
2168,QC,Montreal-West,,31
2169,,Guadalupe,True,31
2170,,Ogden,False,31
2171,,Montreal-West,False,31
2172,,Montreal-West,,31
2173,,Montréal-Nord,False,31
2174,,Highland Heights,True,31
2175,AZ,Waddell,False,31
2176,QC,Montreal-West,False,31
2177,AZ,Guadalupe,True,31
2178,IL,Ogden,False,31
2179,IL,Ogden,,31
2180,ON,Beeton,,31
2181,PA,Carnegie,True,30
2182,QC,Beloeil,,30
2183,,McCandless,False,30
2184,QC,L'ile-Perrot,,30
2185,,Beloeil,,30
2186,QC,Beloeil,False,30
2187,,McCandless,,30
2188,,Beloeil,False,30
2189,QC,L'ile-Perrot,False,30
2190,PA,McCandless,False,30
2191,,L'ile-Perrot,False,30
2192,,L'ile-Perrot,,30
2193,PA,McCandless,,30
2194,,Carnegie,True,30
2195,,Balzac,False,29
2196,,Auburn Township,False,29
2197,OH,Auburn Township,,29
2198,,Balzac,,29
2199,,Mascouche,,29
2200,,Brunswick Hills,False,29
2201,OH,Brunswick Hills,False,29
2202,,Kannapolis,True,29
2203,,Brunswick Hills,,29
2204,AB,Balzac,,29
2205,OH,Brunswick Hills,,29
2206,QC,Sainte-Adele,False,29
2207,NC,Kannapolis,True,29
2208,AB,Balzac,False,29
2209,,Auburn Township,,29
2210,QC,Mascouche,,29
2211,OH,Auburn Township,False,29
2212,,Sainte-Adele,False,29
2213,OH,Shaker Heights,True,28
2214,,Shaker Heights,True,28
2215,,Beeton,False,28
2216,ON,Beeton,False,28
2217,OH,Fairlawn,True,27
2218,OH,Cleveland Hghts.,,27
2219,,Elrama,False,27
2220,,Mcknight,,27
2221,PA,Shaler Township,,27
2222,OH,Bainbridge Township,,27
2223,,Bainbridge Township,,27
2224,,Saint-Constant,,27
2225,QC,Saint-Constant,False,27
2226,,Mascouche,False,27
2227,PA,Elrama,False,27
2228,,Wickliffe,True,27
2229,AZ,cave creek,False,27
2230,,Mcmurray,False,27
2231,,Elrama,,27
2232,QC,Saint-Constant,,27
2233,,Cleveland Hghts.,,27
2234,,cave creek,,27
2235,,Mcmurray,,27
2236,,Saint-Constant,False,27
2237,OH,Cleveland Hghts.,False,27
2238,PA,Elrama,,27
2239,OH,Bainbridge Township,False,27
2240,PA,Mcmurray,False,27
2241,PA,Mcknight,False,27
2242,AZ,cave creek,,27
2243,PA,Mcknight,,27
2244,,Cleveland Hghts.,False,27
2245,PA,Mcmurray,,27
2246,,Shaler Township,,27
2247,,cave creek,False,27
2248,OH,Wickliffe,True,27
2249,,Fairlawn,True,27
2250,,Bainbridge Township,False,27
2251,QC,Mascouche,False,27
2252,,Mcknight,False,27
2253,ON,Goodwood,False,26
2254,,Rio Verde,False,26
2255,PA,Shaler Township,False,26
2256,,Mount Washington,False,26
2257,,Rio Verde,,26
2258,,Black Earth,False,26
2259,AZ,Rio Verde,False,26
2260,WI,Black Earth,False,26
2261,,Mount Washington,,26
2262,,Indian Land,True,26
2263,NC,Davidson,True,26
2264,PA,Mount Washington,,26
2265,ON,Goodwood,,26
2266,,Goodwood,False,26
2267,PA,Mount Washington,False,26
2268,,Goodwood,,26
2269,,Shaler Township,False,26
2270,WI,Black Earth,,26
2271,,Davidson,True,26
2272,SC,Indian Land,True,26
2273,,Black Earth,,26
2274,AZ,Rio Verde,,26
2275,OH,Northfield,True,25
2276,,North Royalton,True,25
2277,,Monroe,True,25
2278,AZ,Central,,25
2279,,Northfield,True,25
2280,AZ,Central,False,25
2281,OH,Elyria,True,25
2282,,Elyria,True,25
2283,OH,North Ridgeville,True,25
2284,,Central,,25
2285,ON,Scarobrough,False,25
2286,,Tega Cay,True,25
2287,,North Ridgeville,True,25
2288,OH,North Royalton,True,25
2289,NC,Monroe,True,25
2290,,Central,False,25
2291,ON,Scarobrough,,25
2292,,Scarobrough,,25
2293,,Scarobrough,False,25
2294,SC,Tega Cay,True,25
2295,,Kahnawake,,24
2296,QC,Kahnawake,,24
2297,,SCOTTSDALE,False,24
2298,PA,Verona,True,24
2299,,St-Leonard,,24
2300,,Shadyside,,24
2301,SC,York,,24
2302,,Stallings,True,24
2303,,SCOTTSDALE,,24
2304,QC,St-Leonard,,24
2305,OH,Streetsboro,True,24
2306,QC,Mont-Saint-Grégoire,,24
2307,,Kahnawake,False,24
2308,,Streetsboro,True,24
2309,AZ,SCOTTSDALE,,24
2310,PA,Shadyside,,24
2311,,Mont-Saint-Grégoire,,24
2312,AZ,SCOTTSDALE,False,24
2313,QC,Kahnawake,False,24
2314,SC,York,False,24
2315,NC,Stallings,True,24
2316,,Mc Donald,False,23
2317,,Mc Donald,,23
2318,,Oakwood,False,23
2319,,Bradford,True,23
2320,,Mont-Saint-Grégoire,False,23
2321,,Northwest Calgary,,23
2322,QC,Mont-Saint-Grégoire,False,23
2323,NC,Indian land,,23
2324,AB,Northwest Calgary,,23
2325,OH,Oakwood,False,23
2326,OH,Oakwood,,23
2327,AB,Northwest Calgary,False,23
2328,,Shadyside,False,23
2329,PA,Bellvue,False,23
2330,PA,Shadyside,False,23
2331,PA,Murrysville,True,23
2332,,Oakwood,,23
2333,,St-Leonard,False,23
2334,,Murrysville,True,23
2335,,Northwest Calgary,False,23
2336,,Bellvue,,23
2337,PA,Mc Donald,False,23
2338,PA,Mc Donald,,23
2339,,Bridgeville,True,23
2340,PA,Bellvue,,23
2341,ON,Bradford,True,23
2342,AZ,Buckeye,True,23
2343,,Buckeye,True,23
2344,,Bellvue,False,23
2345,NC,Indian land,False,23
2346,PA,Bridgeville,True,23
2347,QC,St-Leonard,False,23
2348,OH,Chesterland,True,22
2349,ON,Thornhil,,22
2350,,Chesterland,True,22
2351,,Saint-Jerome,False,22
2352,QC,Saint-Jerome,,22
2353,,Champlain,False,22
2354,,L'Île-Bizard,False,22
2355,AZ,Phx,,22
2356,NY,Champlain,,22
2357,OH,South Euclid,True,22
2358,NY,Champlain,False,22
2359,,L'Île-Bizard,,22
2360,,Clarkson,,22
2361,QC,L'Île-Bizard,,22
2362,,Champlain,,22
2363,,Belmont,True,22
2364,NC,Belmont,True,22
2365,PA,Rostraver,False,22
2366,,Thornhil,,22
2367,,Rostraver,False,22
2368,QC,L'Île-Bizard,False,22
2369,ON,Clarkson,,22
2370,,Phx,,22
2371,,Saint-Jerome,,22
2372,,South Euclid,True,22
2373,PA,Rostraver,,22
2374,QC,Saint-Jerome,False,22
2375,,Rostraver,,22
2376,,Clarkson,False,21
2377,ON,Clarkson,False,21
2378,,Willowdale,,21
2379,,LAS VEGAS,,21
2380,PA,Kennedy Township,,21
2381,,Ste-Rose,False,21
2382,ON,Willowdale,,21
2383,OH,Parma Heights,True,21
2384,ON,Thornhil,False,21
2385,QC,Ste-Rose,,21
2386,,Phx,False,21
2387,WI,Brooklyn,,21
2388,,New Kensington,True,21
2389,,Thornhil,False,21
2390,QC,Ste-Rose,False,21
2391,AZ,Phx,False,21
2392,,Ste-Rose,,21
2393,,Willowdale,False,21
2394,,Parma Heights,True,21
2395,NV,LAS VEGAS,,21
2396,,Kennedy Township,,21
2397,PA,New Kensington,True,21
2398,NV,LAS VEGAS,False,21
2399,,LAS VEGAS,False,21
2400,ON,Willowdale,False,21
2401,,Estérel,False,20
2402,,Kennedy Township,False,20
2403,,North Randall,True,20
2404,,Seven Hills,True,20
2405,PA,East Mc Keesport,False,20
2406,,East Mc Keesport,False,20
2407,WI,Dane,False,20
2408,QC,Estérel,,20
2409,OH,Seven Hills,True,20
2410,,East Pittsburgh,,20
2411,,East Mc Keesport,,20
2412,,Dane,False,20
2413,OH,North Randall,True,20
2414,WI,Brooklyn,False,20
2415,QC,Estérel,False,20
2416,PA,East Mc Keesport,,20
2417,,Estérel,,20
2418,WI,Dane,,20
2419,,Dane,,20
2420,PA,East Pittsburgh,,20
2421,PA,Kennedy Township,False,20
2422,QC,Saint-Bruno-de-Montarville,False,19
2423,,Saint-Bruno-de-Montarville,,19
2424,,Saint-Bruno-de-Montarville,False,19
2425,,Repentigny,,19
2426,,Repentigny,False,19
2427,PA,Allentown,,19
2428,QC,Saint-Bruno-de-Montarville,,19
2429,OH,Bedford,True,19
2430,QC,Repentigny,False,19
2431,,Bedford,True,19
2432,,Allentown,,19
2433,OH,Brook Park,True,19
2434,QC,Repentigny,,19
2435,,Brook Park,True,19
2436,,McKees Rocks,True,18
2437,PA,North Huntington,False,18
2438,,Whiitby,False,18
2439,PA,North Huntington,,18
2440,,Lorain,True,18
2441,QC,St-Bruno-de-Montarville,False,18
2442,PA,McKees Rocks,True,18
2443,,St-Bruno-de-Montarville,False,18
2444,,St-Bruno-de-Montarville,,18
2445,ON,Whiitby,,18
2446,,Pheonix,False,18
2447,PA,Allentown,False,18
2448,OH,Troy Township,,18
2449,QC,St-Bruno-de-Montarville,,18
2450,,Pheonix,,18
2451,,North Huntington,,18
2452,,Lachine,True,18
2453,OH,Lorain,True,18
2454,,North Huntington,False,18
2455,PA,Moon TWP,False,18
2456,QC,Lachine,True,18
2457,PA,Moon TWP,,18
2458,,Oshawa,,18
2459,ON,Oshawa,,18
2460,,Oshawa,False,18
2461,,Moon TWP,False,18
2462,,Troy Township,False,18
2463,AZ,Pheonix,,18
2464,,Whiitby,,18
2465,AZ,Pheonix,False,18
2466,ON,Oshawa,False,18
2467,,Allentown,False,18
2468,,Bellevue,True,18
2469,ON,Whiitby,False,18
2470,,Troy Township,,18
2471,OH,Troy Township,False,18
2472,PA,Bellevue,True,18
2473,,Moon TWP,,18
2474,NC,Mt Holly,False,17
2475,ON,Glen Williams,,17
2476,PA,Lawrence,False,17
2477,PA,Lawrence,,17
2478,,Erie,,17
2479,,Hendersonville,,17
2480,QC,Sainte-Genevieve,,17
2481,,East Pittsburgh,False,17
2482,,Homer,,17
2483,QC,Pointe-Claire,True,17
2484,,Mt Holly,,17
2485,PA,Hendersonville,False,17
2486,,Sainte-Genevieve,False,17
2487,,Homer,False,17
2488,,Mt Holly,False,17
2489,QC,Pierrefonds,True,17
2490,,Glen Williams,,17
2491,,Erie,False,17
2492,QC,Sainte-Genevieve,False,17
2493,IL,Homer,False,17
2494,,Lawrence,False,17
2495,,Sainte-Genevieve,,17
2496,PA,Hendersonville,,17
2497,NC,Mt Holly,,17
2498,,Pierrefonds,True,17
2499,IL,Homer,,17
2500,OH,Erie,,17
2501,,Pointe-Claire,True,17
2502,PA,East Pittsburgh,False,17
2503,OH,Erie,False,17
2504,,Lawrence,,17
2505,,Hendersonville,False,17
2506,OH,Litchfield,False,16
2507,ON,Regional Municipality of York,,16
2508,PA,Rural Ridge,False,16
2509,,Olmsted Falls,True,16
2510,OH,Chargrin Falls,False,16
2511,,Mint Hill,True,16
2512,OH,kirtland,,16
2513,,Litchfield,False,16
2514,ON,Regional Municipality of York,False,16
2515,QC,Outremont,True,16
2516,,Mesa AZ,,16
2517,,Eastlake,True,16
2518,,Cuddy,,16
2519,ON,Caledon East,,16
2520,,Mesa AZ,False,16
2521,,Neville Island,False,16
2522,QC,St Leonard,,16
2523,AZ,Mesa AZ,False,16
2524,,Regional Municipality of York,,16
2525,NC,Mint Hill,True,16
2526,PA,Rural Ridge,,16
2527,PA,Neville Island,,16
2528,,Rural Ridge,False,16
2529,,Communauté-Urbaine-de-Montréal,,16
2530,,Communauté-Urbaine-de-Montréal,False,16
2531,,Caledon East,False,16
2532,,Caledon East,,16
2533,OH,Eastlake,True,16
2534,PA,Squirrel Hill,,16
2535,PA,Cuddy,False,16
2536,PA,Neville Island,False,16
2537,OH,Litchfield,,16
2538,,St Leonard,,16
2539,PA,Cuddy,,16
2540,PA,Belle Vernon,False,16
2541,,Stoughton,True,16
2542,,Neville Island,,16
2543,ON,Caledon East,False,16
2544,WI,Stoughton,True,16
2545,,Cuddy,False,16
2546,,Belle Vernon,,16
2547,PA,Belle Vernon,,16
2548,,Litchfield,,16
2549,OH,Olmsted Falls,True,16
2550,,Chargrin Falls,,16
2551,,Regional Municipality of York,False,16
2552,,Chargrin Falls,False,16
2553,,Belle Vernon,False,16
2554,,Rural Ridge,,16
2555,ON,Glen Williams,False,16
2556,,Squirrel Hill,,16
2557,,Outremont,True,16
2558,QC,Communauté-Urbaine-de-Montréal,,16
2559,AZ,Mesa AZ,,16
2560,,kirtland,,16
2561,QC,Communauté-Urbaine-de-Montréal,False,16
2562,,Glen Williams,False,16
2563,OH,Chargrin Falls,,16
2564,SC,Indian land,,15
2565,,Saint-Bruno,False,15
2566,,Saint-Marc-sur-Richelieu,False,15
2567,,Tottenham,False,15
2568,AZ,Fort Mcdowell,False,15
2569,,Fort Mcdowell,False,15
2570,,Fort Mcdowell,,15
2571,WI,Deforest,,15
2572,QC,Joliette,,15
2573,QC,Saint-Marc-sur-Richelieu,False,15
2574,,Joliette,,15
2575,QC,Pointe-Aux-Trembles,,15
2576,QC,Saint-Marc-sur-Richelieu,,15
2577,,Tottenham,,15
2578,ON,Tottenham,False,15
2579,ON,Stouffville,True,15
2580,SC,Indian land,False,15
2581,,Pointe-Aux-Trembles,,15
2582,,Deforest,False,15
2583,PA,Robinson,True,15
2584,WI,Deforest,False,15
2585,,Central City Village,,15
2586,,Stouffville,True,15
2587,,West Mifflin,True,15
2588,PA,West Mifflin,True,15
2589,PA,Squirrel Hill,False,15
2590,QC,Saint-Bruno,False,15
2591,,St Leonard,False,15
2592,AZ,Central City Village,,15
2593,QC,Saint-Bruno,,15
2594,,Joliette,False,15
2595,AZ,Central City Village,False,15
2596,AZ,Fort Mcdowell,,15
2597,,Saint-Marc-sur-Richelieu,,15
2598,QC,Joliette,False,15
2599,,Robinson,True,15
2600,,Deforest,,15
2601,,Central City Village,False,15
2602,ON,Tottenham,,15
2603,,Squirrel Hill,False,15
2604,,Saint Laurent,,15
2605,,Saint-Bruno,,15
2606,QC,Saint Laurent,,15
2607,QC,St Leonard,False,15
2608,,Thorncliffe Park,False,14
2609,ON,Thorncliffe Park,,14
2610,,Oregon,True,14
2611,,Pointe-Aux-Trembles,False,14
2612,,Mirabel,,14
2613,ON,Etobiicoke,False,14
2614,,Philo,False,14
2615,,Hyland Heights,,14
2616,,Green Valley,False,14
2617,NV,Green Valley,,14
2618,,Etobiicoke,False,14
2619,,Middlefield,True,14
2620,ON,River Drive Park,,14
2621,WI,Oregon,True,14
2622,ON,River Drive Park,False,14
2623,IL,Philo,False,14
2624,PA,North Strabane Township,,14
2625,,kirtland,False,14
2626,,Philo,,14
2627,PA,Allison Park,True,14
2628,QC,Mirabel,,14
2629,,Allison Park,True,14
2630,,Hyland Heights,False,14
2631,PA,North Strabane Township,False,14
2632,OH,Hyland Heights,False,14
2633,,Northfield Center,,14
2634,,River Drive Park,,14
2635,QC,Sainte-Catherine,False,14
2636,,Sainte-Catherine,,14
2637,NM,Las Vegas,,14
2638,IL,Philo,,14
2639,,Sainte-Catherine,False,14
2640,NM,,,14
2641,,Westport,,14
2642,OH,Hyland Heights,,14
2643,OH,kirtland,False,14
2644,NC,Westport,,14
2645,QC,Sainte-Catherine,,14
2646,,North Strabane Township,,14
2647,OH,Northfield Center,,14
2648,,Etobiicoke,,14
2649,ON,Etobiicoke,,14
2650,NV,Green Valley,False,14
2651,,North Strabane Township,False,14
2652,NC,Mooresville,True,14
2653,,Thorncliffe Park,,14
2654,OH,Middlefield,True,14
2655,,Green Valley,,14
2656,,Mooresville,True,14
2657,ON,Thorncliffe Park,False,14
2658,QC,Pointe-Aux-Trembles,False,14
2659,,River Drive Park,False,14
2660,,Ville Mont-Royal,,13
2661,PA,Duquesne,False,13
2662,,Saint Laurent,False,13
2663,,Leetsdale,True,13
2664,,South Amherst,False,13
2665,NM,Las Vegas,False,13
2666,,mesa,,13
2667,IL,Gifford,,13
2668,,Ville Mont-Royal,False,13
2669,NV,Spring Valley,True,13
2670,,Amherst,True,13
2671,NM,,False,13
2672,QC,Salaberry-De-Valleyfield,False,13
2673,,TORONTO,False,13
2674,,Duquesne,False,13
2675,OH,Euclid,True,13
2676,,TORONTO,,13
2677,,Euclid,True,13
2678,ON,TORONTO,False,13
2679,,Salaberry-De-Valleyfield,False,13
2680,NC,Westport,False,13
2681,PA,Leetsdale,True,13
2682,,Gifford,False,13
2683,QC,Mirabel,False,13
2684,,Mirabel,False,13
2685,IL,Gifford,False,13
2686,PA,Indianola,,13
2687,,Gifford,,13
2688,ON,TORONTO,,13
2689,,Westport,False,13
2690,OH,South Amherst,,13
2691,WI,Marshall,,13
2692,,Tallmadge,True,13
2693,AZ,mesa,,13
2694,,Marshall,False,13
2695,QC,Saint Laurent,False,13
2696,,mesa,False,13
2697,,Salaberry-De-Valleyfield,,13
2698,QC,Ville Mont-Royal,,13
2699,AZ,mesa,False,13
2700,,Indianola,,13
2701,,Duquesne,,13
2702,,South Amherst,,13
2703,,Spring Valley,True,13
2704,OH,South Amherst,False,13
2705,QC,Ville Mont-Royal,False,13
2706,OH,Tallmadge,True,13
2707,QC,Salaberry-De-Valleyfield,,13
2708,WI,Marshall,False,13
2709,OH,Amherst,True,13
2710,PA,Duquesne,,13
2711,,Marshall,,13
2712,,Fabreville,,12
2713,PA,Creighton,,12
2714,QC,Fabreville,False,12
2715,,Schottsdale,,12
2716,AZ,Schottsdale,,12
2717,,Pahrump,False,12
2718,PA,Creighton,False,12
2719,,Gibsonia,True,12
2720,,Inglewood,False,12
2721,,Morin-Heights,,12
2722,,Creighton,,12
2723,,Schottsdale,False,12
2724,NC,Montgomery,False,12
2725,ON,Inglewood,False,12
2726,,Montgomery,,12
2727,ON,Maple,True,12
2728,,Northfield Center,False,12
2729,,Fabreville,False,12
2730,QC,Morin-Heights,,12
2731,PA,Indianola,False,12
2732,,Morin-Heights,False,12
2733,,Montgomery,False,12
2734,OH,Northfield Center,False,12
2735,,Indianola,False,12
2736,,Inglewood,,12
2737,,Whitchurch-Stouffville,True,12
2738,,Glenshaw,True,12
2739,PA,Glenshaw,True,12
2740,,Maple,True,12
2741,PA,Gibsonia,True,12
2742,ON,Inglewood,,12
2743,NC,Montgomery,,12
2744,NV,Pahrump,False,12
2745,QC,Fabreville,,12
2746,,Creighton,False,12
2747,WI,Verona,True,12
2748,ON,Whitchurch-Stouffville,True,12
2749,AZ,Schottsdale,False,12
2750,,Pahrump,,12
2751,QC,Morin-Heights,False,12
2752,NV,Pahrump,,12
2753,OH,Pepper Pike,True,11
2754,,Pheonix AZ,,11
2755,,Mount Holly,True,11
2756,AZ,Central City,,11
2757,,Pepper Pike,True,11
2758,,Candiac,,11
2759,,Mentor On the Lake,,11
2760,,Georgetown,True,11
2761,,Pincourt,False,11
2762,,Pincourt,,11
2763,NC,charlotte,True,11
2764,ON,Mississuaga,,11
2765,WI,DeForest,True,11
2766,NC,Mount Holly,True,11
2767,,Willowick,True,11
2768,ON,Mississuaga,False,11
2769,OH,Mentor On the Lake,False,11
2770,AZ,Central City,False,11
2771,,East McKeesport,,11
2772,,Candiac,False,11
2773,OH,Willowick,True,11
2774,QC,Dorval,True,11
2775,AB,Rocky View No. 44,,11
2776,OH,Mentor On the Lake,,11
2777,OH,Middleburg Heights,True,11
2778,PA,McMurray,True,11
2779,AZ,Pheonix AZ,False,11
2780,PA,West Homestead,True,11
2781,QC,Pincourt,,11
2782,,Pheonix AZ,False,11
2783,,Rocky View No. 44,,11
2784,PA,East McKeesport,False,11
2785,,McDonald,,11
2786,QC,Candiac,False,11
2787,PA,McDonald,,11
2788,AZ,Pheonix AZ,,11
2789,PA,McDonald,False,11
2790,,Mississuaga,,11
2791,,Mentor On the Lake,False,11
2792,,West Homestead,True,11
2793,,McMurray,True,11
2794,,East McKeesport,False,11
